,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,ipniID.type,ipniID,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
196,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104396342,literal,Veratrum album,literal,JDCJBUJXKILORV-ALXDFGSNSA-N,literal,O=C(OC1CCC2(C)C3CC(OC(=O)C)C4C5(O)C(OC(=O)C(C)CC)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C(=CC)C,en,literal,Germanitrine,literal,30192264-2,literal,10.1007/BF00567932,,,,
197,uri,http://www.wikidata.org/entity/Q15545025,uri,http://www.wikidata.org/entity/Q104167717,literal,Paris dunniana,literal,HCXVJBMSMIARIN-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1,en,literal,stigmasterol,literal,539698-1,literal,10.1016/S0031-9422(99)00074-6,,,,
198,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104395871,literal,Veratrum album,literal,JOBMMOBXVRRLOS-KZLMWWKNSA-N,literal,O=C(OC1C(O)C2C(CN3CC(C)CCC3C2(O)C)C4CC56OC7(O)C(OC(=O)C(O)(C)CC)CCC6(C)C7CC(O)C5C14O)C(C)CC,en,literal,"[(1S,2S,6S,9S,11R,12R,13S,14S,15S,16R,18S,19S,22S,23S,25R)-10,12,14,16,23-pentahydroxy-6,10,19-trimethyl-13-[(2R)-2-methylbutanoyl]oxy-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] (2S)-2-hydroxy-2-methylbutanoate",literal,30192264-2,literal,10.1007/BF00564623,,,,
199,uri,http://www.wikidata.org/entity/Q10936837,uri,http://www.wikidata.org/entity/Q104400128,literal,Veratrum taliense,literal,RNPABQVCNAUEIY-WDJXZMKESA-N,literal,OC1CC2C3(O)OC4(CC5C6CN7CC(C)CCC7C(O)(C)C6C(O)C(O)C5(O)C14)C2(C)CCC3O,en,literal,"(4alpha,5xi,7alpha,13xi,15alpha)-4,9-Epoxycevane-3,4,7,14,15,16,20-heptol",literal,543536-1,literal,10.1002/CHIN.200345190,,,,
200,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q104398733,literal,Veratrum nigrum,literal,LWSPRPDSPCBAKK-BOXIAUTKSA-N,literal,O=C(OC1C(O)C2C(CN3CC(C)CCC3C2(O)C)C4CC56OC7(O)C(OC(=O)C(O)(C)C(O)C)CCC6(C)C7CC(O)C5C14O)C(C)CC,,literal,Q104398733,literal,543516-1,literal,10.1007/S10600-012-0426-7,,,,
201,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q104398733,literal,Veratrum nigrum,literal,LWSPRPDSPCBAKK-BOXIAUTKSA-N,literal,O=C(OC1C(O)C2C(CN3CC(C)CCC3C2(O)C)C4CC56OC7(O)C(OC(=O)C(O)(C)C(O)C)CCC6(C)C7CC(O)C5C14O)C(C)CC,,literal,Q104398733,literal,543516-1,literal,10.1248/CPB.39.549,,,,
202,uri,http://www.wikidata.org/entity/Q7920912,uri,http://www.wikidata.org/entity/Q104396342,literal,Veratrum fimbriatum,literal,JDCJBUJXKILORV-ALXDFGSNSA-N,literal,O=C(OC1CCC2(C)C3CC(OC(=O)C)C4C5(O)C(OC(=O)C(C)CC)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C(=CC)C,en,literal,Germanitrine,literal,543490-1,literal,10.1021/JA01137A529,,,,
203,uri,http://www.wikidata.org/entity/Q2355143,uri,http://www.wikidata.org/entity/Q104888777,literal,Veratrum lobelianum,literal,HYDDDNUKNMMWBD-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C15,en,literal,"3',6',10,11b-tetramethyl-11-oxo-1,2,3,3a',4,4',5',6,6',6a,6b,7,7',7a',8,11,11a,11b-octadecahydro-3'H-spiro[benzo[a]fluorene-9,2'-furo[3,2-b]pyridin]-3-yl hexopyranoside",literal,30300236-2,literal,10.1016/0031-9422(96)00211-7,,,,
204,uri,http://www.wikidata.org/entity/Q2355143,uri,http://www.wikidata.org/entity/Q104888777,literal,Veratrum lobelianum,literal,HYDDDNUKNMMWBD-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C15,en,literal,"3',6',10,11b-tetramethyl-11-oxo-1,2,3,3a',4,4',5',6,6',6a,6b,7,7',7a',8,11,11a,11b-octadecahydro-3'H-spiro[benzo[a]fluorene-9,2'-furo[3,2-b]pyridin]-3-yl hexopyranoside",literal,30300236-2,literal,10.1016/S0040-4020(03)00882-2,,,,
205,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888445,literal,Veratrum album,literal,VJIJZLXASNFRJA-PQJHCYAOSA-N,literal,O=C(OC1CC(OC(=O)C(C)(C)CC)C2(O)OC34CC5C6CN7CC(C)CCC7C(O)(C)C6C(O)C(OC(=O)C(C)CC)C5(O)C4C(O)CC2C13C)C,,literal,Q104888445,literal,30192264-2,literal,10.1016/0031-9422(96)00211-7,,,,
206,uri,http://www.wikidata.org/entity/Q10936837,uri,http://www.wikidata.org/entity/Q104913111,literal,Veratrum taliense,literal,AJDNKYHCQSZPAO-UUZVLKKRSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)CC(CC45)C(O)(C)C6NCC(C)CC6)C3(C)CC2)C(O)C(O)C1O,en,literal,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[[(3S,8S,9S,10R,13R,14S,16R)-16-[(1R)-1-hydroxy-1-[(2R,5S)-5-methylpiperidin-2-yl]ethyl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]oxane-3,4,5-triol",literal,543536-1,literal,10.1016/0031-9422(90)89079-O,,,,
207,uri,http://www.wikidata.org/entity/Q11127893,uri,http://www.wikidata.org/entity/Q104396345,literal,Veratrum maackii,literal,SXWWLSYGHPJWBN-XWBZJNMKSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C(CCC45)C(C6=NCC(C)CC6)C)C3(C)CC2)C(O)C(O)C1O,en,literal,Verazinine,literal,543507-1,literal,10.1248/CPB.37.2920,,,,
208,uri,http://www.wikidata.org/entity/Q10917239,uri,http://www.wikidata.org/entity/Q104415329,literal,Trillium kamtschaticum,literal,WQLVFSAGQJTQCK-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C2(C)CC1,en,literal,diosgenins,literal,328436-2,literal,10.1248/CPB.22.1772,,,,
209,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888979,literal,Veratrum album,literal,CLEXYFLHGFJONT-MJDQMFHISA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,"(3S,3'R,3'aS,6'S,6aS,6bR,7'aR,9R,11aS,11bR)-3-hydroxy-3',6',10,11b-tetramethylspiro[1,2,3,4,6,6a,6b,7,8,11a-decahydrobenzo[a]fluorene-9,2'-3a,4,5,6,7,7a-hexahydro-3H-furo[3,2-b]pyridine]-11-one",literal,30192264-2,literal,10.1016/0031-9422(91)84161-K,,,,
210,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum album,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,30192264-2,literal,10.1002/ARDP.18902280906,,,,
211,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum album,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,30192264-2,literal,10.1002/ARDP.19552881005,,,,
212,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum album,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,30192264-2,literal,10.1002/ARDP.19372750803,,,,
213,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum album,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,30192264-2,literal,10.1039/CT8793500405,,,,
214,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum album,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,30192264-2,literal,10.1021/NP980150B,,,,
215,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum album,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,30192264-2,literal,10.1248/YAKUSHI1947.79.8_1102,,,,
216,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum album,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,30192264-2,literal,10.1002/ARDP.19372750603,,,,
217,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum album,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,30192264-2,literal,10.1007/BF00575783,,,,
218,uri,http://www.wikidata.org/entity/Q7920912,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum fimbriatum,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,543490-1,literal,10.1021/JA01116A015,,,,
219,uri,http://www.wikidata.org/entity/Q3539178,uri,http://www.wikidata.org/entity/Q104415329,literal,Trillium camschatcense,literal,WQLVFSAGQJTQCK-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C2(C)CC1,en,literal,diosgenins,literal,328445-2,literal,10.1248/CPB.22.1772,,,,
220,uri,http://www.wikidata.org/entity/Q7137387,uri,http://www.wikidata.org/entity/Q104400626,literal,Paris polyphylla,literal,OJCPWEBMROBPTK-GTCMQMDYSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(O)C(OC8OC(C)C(O)C(O)C8O)C1O,en,literal,Polyphyllin C,literal,539722-1,literal,10.1016/0031-9422(82)83047-1,,,,
221,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q104908070,literal,Veratrum dahuricum,literal,AANKDJLVHZQCFG-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CC(O)C4(C)C3CC5N6CC(C)CCC6C(C)C54)C2(C)CC1,en,literal,"Solanid-5-en-3beta,12alpha-diol",literal,543485-1,literal,10.1007/BF00580584,,,,
222,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q104908070,literal,Veratrum dahuricum,literal,AANKDJLVHZQCFG-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CC(O)C4(C)C3CC5N6CC(C)CCC6C(C)C54)C2(C)CC1,en,literal,"Solanid-5-en-3beta,12alpha-diol",literal,543485-1,literal,10.1007/BF00575783,,,,
223,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q104396343,literal,Veratrum nigrum,literal,VRBNGKPRTHBEIQ-MAFAIHIWSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C5=NCC(C)CC5)C)C2(C)CC1,en,literal,"(20S,25S)-22,26-iminocholesta-5,22(N)-dien-3beta-ol",literal,543516-1,literal,10.1007/S10600-012-0426-7,,,,
224,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q104396342,literal,Veratrum nigrum,literal,JDCJBUJXKILORV-ALXDFGSNSA-N,literal,O=C(OC1CCC2(C)C3CC(OC(=O)C)C4C5(O)C(OC(=O)C(C)CC)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C(=CC)C,en,literal,Germanitrine,literal,543516-1,literal,10.1002/RCM.2909,,,,
225,uri,http://www.wikidata.org/entity/Q7137387,uri,http://www.wikidata.org/entity/Q104415329,literal,Paris polyphylla,literal,WQLVFSAGQJTQCK-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C2(C)CC1,en,literal,diosgenins,literal,539722-1,literal,10.1016/J.BMCL.2007.02.039,,,,
226,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888777,literal,Veratrum album,literal,HYDDDNUKNMMWBD-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C15,en,literal,"3',6',10,11b-tetramethyl-11-oxo-1,2,3,3a',4,4',5',6,6',6a,6b,7,7',7a',8,11,11a,11b-octadecahydro-3'H-spiro[benzo[a]fluorene-9,2'-furo[3,2-b]pyridin]-3-yl hexopyranoside",literal,30192264-2,literal,10.1002/ARDP.19372750603,,,,
227,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888777,literal,Veratrum album,literal,HYDDDNUKNMMWBD-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C15,en,literal,"3',6',10,11b-tetramethyl-11-oxo-1,2,3,3a',4,4',5',6,6',6a,6b,7,7',7a',8,11,11a,11b-octadecahydro-3'H-spiro[benzo[a]fluorene-9,2'-furo[3,2-b]pyridin]-3-yl hexopyranoside",literal,30192264-2,literal,10.1016/S0040-4020(03)00882-2,,,,
228,uri,http://www.wikidata.org/entity/Q11126737,uri,http://www.wikidata.org/entity/Q104908069,literal,Veratrum grandiflorum,literal,AANKDJLVHZQCFG-NZPVSSSYSA-N,literal,OC1CC2=CCC3C(CC(O)C4(C)C3CC5N6CC(C)CCC6C(C)C54)C2(C)CC1,en,literal,"(1S,2R,7R,10R,11S,13S,14S,15S,16S,17S,20R,23S)-10,14,16,20-tetramethyl-22-azahexacyclo[12.10.0.02,11.05,10.015,23.017,22]tetracos-4-ene-7,13-diol",literal,543495-1,literal,10.1016/S0031-9422(00)85768-4,,,,
229,uri,http://www.wikidata.org/entity/Q10936837,uri,http://www.wikidata.org/entity/Q104667776,literal,Veratrum taliense,literal,YGQPMDDXSJHKJT-VUNDNAJOSA-N,literal,OC=1C=C(OC2OC(CO)C(O)C(O)C2O)C=C(C=CC3=CC=C(OC4OC(CO)C(O)C(O)C4O)C=C3)C1,en,literal,Mulberroside E,literal,543536-1,literal,10.1055/S-2001-11500,,,,
230,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q104395871,literal,Veratrum nigrum,literal,JOBMMOBXVRRLOS-KZLMWWKNSA-N,literal,O=C(OC1C(O)C2C(CN3CC(C)CCC3C2(O)C)C4CC56OC7(O)C(OC(=O)C(O)(C)CC)CCC6(C)C7CC(O)C5C14O)C(C)CC,en,literal,"[(1S,2S,6S,9S,11R,12R,13S,14S,15S,16R,18S,19S,22S,23S,25R)-10,12,14,16,23-pentahydroxy-6,10,19-trimethyl-13-[(2R)-2-methylbutanoyl]oxy-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] (2S)-2-hydroxy-2-methylbutanoate",literal,543516-1,literal,10.1007/S10600-012-0426-7,,,,
231,uri,http://www.wikidata.org/entity/Q11127893,uri,http://www.wikidata.org/entity/Q104396342,literal,Veratrum maackii,literal,JDCJBUJXKILORV-ALXDFGSNSA-N,literal,O=C(OC1CCC2(C)C3CC(OC(=O)C)C4C5(O)C(OC(=O)C(C)CC)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C(=CC)C,en,literal,Germanitrine,literal,543507-1,literal,10.1248/CPB.37.2920,,,,
232,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104888385,literal,Veratrum album,literal,MXDPCHQGAQFRMD-DTKCJYFRSA-N,literal,O=C(OC)CCN1CC(C)CC2OC3(C(=C4C(=O)C5C(CC=C6CC(O)CCC65C)C4CC3)C)C(C)C12,en,literal,"methyl 3-[(3S,3'R,3'aS,6'S,6aS,6bR,7'aR,9R,11aS,11bR)-3-hydroxy-3',6',10,11b-tetramethyl-11-oxospiro[1,2,3,4,6,6a,6b,7,8,11a-decahydrobenzo[a]fluorene-9,2'-3,3a,5,6,7,7a-hexahydrofuro[3,2-b]pyridine]-4'-yl]propanoate",literal,30192264-2,literal,10.1016/0031-9422(91)84161-K,,,,
233,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104395511,literal,Veratrum album,literal,TWZQQKSYGPDWKZ-BRNBNTERSA-N,literal,O=C(OC1C(O)C2C3(O)C(OC(=O)C(C)CC)C(O)C4C(CN5CC(C)CCC5C4(O)C)C3CC62OC7(O)C(OC(=O)C(O)(C)CC)CCC6(C)C17)C,en,literal,Deacetylprotoveratrine A,literal,30192264-2,literal,10.1007/BF00579668,,,,
234,uri,http://www.wikidata.org/entity/Q10936837,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum taliense,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,543536-1,literal,10.1021/NP980150B,,,,
235,uri,http://www.wikidata.org/entity/Q10936837,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum taliense,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,543536-1,literal,10.1007/BF00575783,,,,
236,uri,http://www.wikidata.org/entity/Q7137387,uri,http://www.wikidata.org/entity/Q104388876,literal,Paris polyphylla,literal,GMCGZPQYTRHQRU-ZFPKZURZSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,,literal,Q104388876,literal,539722-1,literal,10.1016/S0960-894X(03)00052-0,,,,
237,uri,http://www.wikidata.org/entity/Q7920912,uri,http://www.wikidata.org/entity/Q104888777,literal,Veratrum fimbriatum,literal,HYDDDNUKNMMWBD-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C15,en,literal,"3',6',10,11b-tetramethyl-11-oxo-1,2,3,3a',4,4',5',6,6',6a,6b,7,7',7a',8,11,11a,11b-octadecahydro-3'H-spiro[benzo[a]fluorene-9,2'-furo[3,2-b]pyridin]-3-yl hexopyranoside",literal,543490-1,literal,10.1021/JA01116A015,,,,
238,uri,http://www.wikidata.org/entity/Q2707753,uri,http://www.wikidata.org/entity/Q104908070,literal,Veratrum viride,literal,AANKDJLVHZQCFG-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CC(O)C4(C)C3CC5N6CC(C)CCC6C(C)C54)C2(C)CC1,en,literal,"Solanid-5-en-3beta,12alpha-diol",literal,543543-1,literal,10.1007/BF00580584,,,,
239,uri,http://www.wikidata.org/entity/Q2707753,uri,http://www.wikidata.org/entity/Q104908070,literal,Veratrum viride,literal,AANKDJLVHZQCFG-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CC(O)C4(C)C3CC5N6CC(C)CCC6C(C)C54)C2(C)CC1,en,literal,"Solanid-5-en-3beta,12alpha-diol",literal,543543-1,literal,10.1007/BF00575783,,,,
240,uri,http://www.wikidata.org/entity/Q11126737,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum grandiflorum,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,543495-1,literal,10.1021/NP980150B,,,,
241,uri,http://www.wikidata.org/entity/Q11126737,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum grandiflorum,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,543495-1,literal,10.1007/BF00575783,,,,
242,uri,http://www.wikidata.org/entity/Q10894195,uri,http://www.wikidata.org/entity/Q104400128,literal,Veratrum dahuricum,literal,RNPABQVCNAUEIY-WDJXZMKESA-N,literal,OC1CC2C3(O)OC4(CC5C6CN7CC(C)CCC7C(O)(C)C6C(O)C(O)C5(O)C14)C2(C)CCC3O,en,literal,"(4alpha,5xi,7alpha,13xi,15alpha)-4,9-Epoxycevane-3,4,7,14,15,16,20-heptol",literal,543485-1,literal,10.1002/PTR.2463,,,,
243,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q104396344,literal,Veratrum nigrum,literal,VZBCOPRNVQLISP-PSQKXIODSA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C(=CC)C,en,literal,Angeloylzygadenine,literal,543516-1,literal,10.1002/RCM.2909,,,,
244,uri,http://www.wikidata.org/entity/Q158898,uri,http://www.wikidata.org/entity/Q104888980,literal,Veratrum nigrum,literal,CLEXYFLHGFJONT-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(O)CCC6(C)C15,en,literal,jervine,literal,543516-1,literal,10.1021/NP9800811,,,,
245,uri,http://www.wikidata.org/entity/Q157547,uri,http://www.wikidata.org/entity/Q104395873,literal,Veratrum album,literal,LQZYJVWXEFXUJG-GJNBTCBISA-N,literal,O=C(OC1CCC2(C)C3CCC4C5(O)C(O)C(O)C6C(CN7CC(C)CCC7C6(O)C)C5CC42OC13O)C8=CC=C(OC)C(OC)=C8,en,literal,"[(1S,2S,6S,9S,11R,12R,13S,14S,15S,18S,19S,22S,23S,25R)-10,12,13,14,23-pentahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 3,4-dimethoxybenzoate",literal,30192264-2,literal,10.1007/BF00580584,,,,
246,uri,http://www.wikidata.org/entity/Q10936837,uri,http://www.wikidata.org/entity/Q104888777,literal,Veratrum taliense,literal,HYDDDNUKNMMWBD-UHFFFAOYSA-N,literal,O=C1C2=C(C)C3(OC4CC(C)CNC4C3C)CCC2C5CC=C6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C15,en,literal,"3',6',10,11b-tetramethyl-11-oxo-1,2,3,3a',4,4',5',6,6',6a,6b,7,7',7a',8,11,11a,11b-octadecahydro-3'H-spiro[benzo[a]fluorene-9,2'-furo[3,2-b]pyridin]-3-yl hexopyranoside",literal,543536-1,literal,10.1016/0031-9422(96)00211-7,,,,
247,uri,http://www.wikidata.org/entity/Q3539177,uri,http://www.wikidata.org/entity/Q104400399,literal,Trillium erectum,literal,HDXIQHTUNGFJIC-FOAHKCLGSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1O,en,literal,Prosapogenin A,literal,304585-2,literal,10.1016/J.PHYTOCHEM.2008.10.019,literal,19057-67-1,,
248,uri,http://www.wikidata.org/entity/Q3539177,uri,http://www.wikidata.org/entity/Q104400399,literal,Trillium erectum,literal,HDXIQHTUNGFJIC-FOAHKCLGSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1O,en,literal,Prosapogenin A,literal,304585-2,literal,10.1016/J.PHYTOCHEM.2008.08.004,literal,19057-67-1,,
249,uri,http://www.wikidata.org/entity/Q10917239,uri,http://www.wikidata.org/entity/Q104888695,literal,Trillium kamtschaticum,literal,ZPEADZHVGOCGKH-YQTDNFGYSA-N,literal,O=C(OC1C(O)C(OC1(OC2OC(CO)C(O)C(O)C2O)CO)CO)C=CC3=CC=C(O)C(OC)=C3,en,literal,Sibiricose A5,literal,328436-2,literal,10.1248/CPB.55.551,,,,
250,uri,http://www.wikidata.org/entity/Q15249551,uri,http://www.wikidata.org/entity/Q104403557,literal,Veratrum mengtzeanum,literal,SWTXHUUBYZNDAJ-BXTYSGRPSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)C5NCC(C)CC5)C2(C)CC1,en,literal,Veramiline,literal,543513-1,literal,10.1007/S10600-012-0426-7,,,,
251,uri,http://www.wikidata.org/entity/Q7137387,uri,http://www.wikidata.org/entity/Q104400399,literal,Paris polyphylla,literal,HDXIQHTUNGFJIC-FOAHKCLGSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6OC7(OCC(C)CC7)C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1O,en,literal,Prosapogenin A,literal,539722-1,literal,10.1007/S10600-007-0225-8,literal,19057-67-1,,
252,uri,http://www.wikidata.org/entity/Q3539178,uri,http://www.wikidata.org/entity/Q104888695,literal,Trillium camschatcense,literal,ZPEADZHVGOCGKH-YQTDNFGYSA-N,literal,O=C(OC1C(O)C(OC1(OC2OC(CO)C(O)C(O)C2O)CO)CO)C=CC3=CC=C(O)C(OC)=C3,en,literal,Sibiricose A5,literal,328445-2,literal,10.1248/CPB.55.551,,,,
